250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,631,632,633,634,635,636,637,638,640,641,642,645,650,652,653,654,656,666,674,680,clasifNva
0.009055,0.003961,0.022988,0.043627,0.022416,0,0.023929,0.005809,0,0.113586,0,0.015275,0,0,0,0.037519,0,0,0.053481,0.056204,0,0,0,0,0,0.015072,0.051745,0,0,0,0,0,0,0,0,0.04017,0,0,0,0,0,0,0,0,0,0,0,0.060636,0,0,0,0,0,0.01071,0.069194,0,0,0,0.008271,0,0,0,0.005364,0.005065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022923,0,0.012894,0,0.011301,0.008933,0.051323,0,0.050896,0.116259,0.025472,0,0,0,0,0.013136,0,0,0,0,0,0,0,0,0.010561,0.002198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00384,0.001121,0.018858,0,0,0.004069,0,0.00332,0,0,0.002409,0,0.007892,0.071239,0.026993,0.031708,0.016655,0.047621,0.007664,0.023743,0.071917,0.040974,0.003107,0.067439,0.011408,0.119665,0.103202,0.071456,0.037066,0.007921,0.06839,0.079538,0.100492,0.139328,0.046812,0.054166,0.072484,0.095635,0.090813,0.088243,0.00165,0.102179,0.082644,0.123474,0.079211,0.106894,0.11571,0.093804,0.037501,0.028062,0.090902,0.114831,0.080505,0.06148,0.085354,0.00736,0.031811,0.01727,0.001462,0.037924,0.080362,0.020858,0.086178,0.002419,0.079747,0.005271,0.009579,0.000375,0.008796,0.036713,0,0.015596,0.010777,0.011943,0,0,0,0.020032,0.029974,0,0,0.010631,0,0,0.052497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0.06335,0,0.018449,0.004479,0,0,0.145935,0,0.042983,0.003282,0.09396,0,0,0,0,0.001187,0.015943,0,0,0.04521,0,0.017772,0.104497,0,0.010726,0.234763,0,0,0,0,0.111854,0,0.222558,0.030455,0.021394,0.08587,0,0,0.164713,0.054707,0.014267,0.050748,0.132357,0.051974,0.176777,0.089716,0,0,0,0.04072,0,0,0,0,0,0.249861,0,0.01635,0,0,0.076682,0.215488,0.026047,0.002833,0.009985,0.002654,0.052513,0.218474,0,0.01879,0,0.004128,0.045091,0,0,0,0,0,0,0,0,0,0,0,0,0.052855,0,0.094441,0.019718,0.090414,0,0,0,0,0,0,0.010993,0.013587,0.015973,0,0,0,0.037501,0.007327,0.015802,0,0,0,0,0.001009,0.003094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030165,0.01409,0.009181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037175,0,0.038164,0,0,0,0,0,0,0,0,0,0.005128,0,0,0,0.000375,0.000345,0,0,0.19046,0.007139,0.006044,0,0,0,0,0,0,0.004639,0.000792,0,0,0.028166,0.240892,0.159773,0.019808,0.015657,0.3372,0.048426,0.287068,0.184647,0.077396,0.090838,0.042881,0.034111,0.065695,0.048164,0,0.005067,0.020516,0.053573,0,0.019442,0.078499,0,0.021274,0.004429,0.003645,0,0,0.008894,0,0,0,0,0,0,0,0,0,0,0,0,0.015515,0,0,0,0,0,0,0,0.018456,0,0,0,0,0,0,0.035281,0.005877,0,0,0,0.050857,0,0.080793,0.016639,0.005289,0.039917,0.04402,0.042197,0.022379,0.051597,0.047402,0.005483,0.020679,0.044825,0.045349,0.071623,0.117633,0.10268,0.070676,0.1237,0.113683,0.192648,0.154741,0.145592,0.109574,0.11487,0.121632,0.098489,0.170169,0.191364,0.160811,0.121499,0.145324,0.114613,0.167827,0.171835,0.248646,0.148445,0.21764,0.059051,0.20756,0.134826,0.208312,0.174585,0.155749,0.11291,0.127082,0.14212,0.149194,0.099478,0.252276,0.213414,0.159502,0.148824,0.075997,0.202231,0.172089,0.1472,0.123805,0.113245,0.066641,0.08905,0.109598,0.132682,0.129514,0.120577,0.052554,0.124593,0.081053,0.011764,0.006206,0.115089,0.075172,0.073211,0.072478,0.005288,0.06355,0.045388,0.06826,0,0.001196,0,0.020383,0.002957,0.024592,0.026572,0.078329,0.017383,0.012698,0,0,0,0,0.004779,0.009752,0,0.015503,0,0,0,0.05338,0.08379,0,0,0,0.000164,0.003301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0.059366,0.040233,0.077482,0.003152,0.030847,0,0.080259,0,0,0,0,0,0,0.017466,0.193495,0,0,0,0,0,0.043121,0,0,0,0,0,0,0,0,0.030525,0,0,0.126678,0,0,0,0.052591,0,0.029834,0,0.116505,0.009191,0.002397,0,0,0,0,0.027605,0,0,0.097462,0.015443,0.099769,0,0,0.056754,0,0,0,0,0.071084,0,0,0,0,0.038958,0,0,0,0,0,0.049912,0,0,0,0,0,0,0.010453,0,0,0.03089,0,0,0,0,0,0.012796,0,0,0,0.099908,0.000561,0.006653,0,0,0,0,0,0,0,0,0,0.10654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642,0.004446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003038,0.011926,0.009878,0.13797,0.13267,0.089519,0.084963,0.044869,0.013678,0.032109,0.000245,0.000604,0,0.07708,0.001755,0.04464,0,0,0,0,0.00449,0.005886,0,0,0,0,0,0.080163,0,0.009149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080916,0,0,0,0,0,0,0.001377,0.02262,0,0,0,0,0.001356,0.030069,0,0,0.00272,0.007468,0,0.007239,0.002275,0.017168,0.005944,0.024131,0.033802,0.066001,0.002434,0.001525,0.036685,0.045258,0.03111,0.047509,0.116348,0.102278,0.099713,0.102052,0.126459,0.087981,0.072298,0.08203,0.115069,0.154656,0.197176,0.184155,0.165694,0.146484,0.084777,0.192976,0.212724,0.194851,0.176472,0.224074,0.264459,0.224919,0.196331,0.170949,0.158641,0.222291,0.172783,0.228378,0.117233,0.094837,0.189889,0.104012,0.189669,0.187556,0.192875,0.193148,0.244968,0.098631,0.153145,0.153472,0.108536,0.217465,0.18069,0.145003,0.153001,0.151289,0.080101,0.082997,0.09909,0.139169,0.117801,0.030183,0.029797,0.033559,0.004316,0.097944,0.139581,0.0581,0.019056,0.029296,0.034403,0.002766,0,0,0,0.027873,0,0,0.004294,0,0,0.011125,0,0.011105,0,0,0,0.004081,0.000547,0.042227,0.009675,0,0,0,0.006935,0,0,0,0,0.000956,0.019197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0.030445,0,0,0,0,0,0,0.004264,0.057278,0,0,0,0,0,0,0,0,0,0,0.044984,0,0.057235,0,0,0,0,0,0,0.016409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07389,0,0,0,0.009652,0.007641,0.239468,0,0.019469,0.047515,0.080929,0.22367,0.233993,0.018317,0.12554,0.077564,0.004102,0.010116,0.069228,0,0.021267,0.059659,0.000211,0.001155,0.024765,0.025352,0,0.025076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115,0,0,0,0,0.041948,0.016479,0.004182,0,0,0.003755,0,0,0,0,0.002017,0.015223,0,0.048001,0.024218,0.030102,0.061156,0.006359,0.047428,0.03795,0.138895,0.105478,0.070349,0.115738,0.133196,0.062413,0.156037,0.112351,0.10748,0.142291,0.132054,0.170119,0.181651,0.179834,0.182165,0.238747,0.157434,0.136293,0.102441,0.220952,0.188057,0.150235,0.211533,0.191734,0.191975,0.156398,0.150495,0.171116,0.213686,0.157992,0.19195,0.246462,0.099767,0.163327,0.124767,0.236867,0.231432,0.170798,0.160439,0.176866,0.147802,0.1291,0.194303,0.211285,0.156599,0.220876,0.122491,0.155639,0.130971,0.07648,0.097511,0.087424,0.100235,0.100692,0.0236,0.03223,0.020828,0.007917,0.017084,0.032795,0.038893,0.023531,0,0.022938,0.00109,0.026696,0,0.0269,0,0,0,0.003084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0.02681,0.01096,0.002661,0,0,0,0.008795,0,0.037529,0,0,0.026469,0,0.024153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02411,0.016937,0,0,0,0,0,0,0,0,0,0.042145,0,0,0,0.174469,0,0,0.100885,0.000869,0.00252,0,0,0,0,0,0,0,0,0,0,0,0,0.122528,0,0.072584,0,0.158463,0,0,0,0,0,0,0,0,0.186074,0.10675,0.000194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055056,0,0,0,0,0,0.015879,0,0,0,0,0,0,0,0.026409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001698,0.147372,0.093931,0.188031,0.100141,0.187852,0.174943,0.08412,0.192083,0.041807,0.023822,0,0.07684,0,0.009383,0,0.030274,0.00043,0.009215,0,0,0,0,0.037345,0.007774,0,0,0,0.01512,0,0.016422,0,0,0,0,0,0,0.001398,0.00154,0,0,0,0,0,0.000504,0.000969,0,0,0,0,0,0.001618,0.005199,0,0,0,0,0,0.015674,0.022736,0.002972,0.024204,0,0.00482,0.021942,0.000863,0.007502,0.019045,0.014701,0.056964,0.001108,0.006999,0.08931,0.082222,0.069333,0.085041,0.159194,0.065028,0.145375,0.180675,0.140024,0.144879,0.107176,0.109717,0.131555,0.086915,0.132955,0.114024,0.131138,0.201174,0.165965,0.166831,0.143775,0.128437,0.14921,0.132324,0.212677,0.166267,0.21985,0.193029,0.137602,0.222663,0.118187,0.241833,0.209461,0.192141,0.144517,0.178405,0.077028,0.112468,0.191448,0.174786,0.113359,0.151903,0.106629,0.122627,0.163438,0.126223,0.225676,0.147391,0.099077,0.12706,0.189566,0.108923,0.107906,0.171696,0.172163,0.048105,0.073395,0.059287,0.015713,0.114575,0.001628,0.074505,0.059813,0,0.070929,0.032346,0.070161,0.090506,0.035924,0.056012,0.017485,0.002501,0.07876,0.030356,0.016187,0.002403,0.007032,0.026354,0,0,0,0,0.001911,0,0,0.022433,0,0,0,0,0,0.017414,0,0,0,0,0,0.032743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.022728,0.006319,0.015762,0,0,0,0,0.075035,0,0,0,0,0.112558,0,0.053077,0.059951,0.000681,0.009153,0,0.065335,0,0,0.004052,0,0,0.077766,0,0,0.583645,0.063834,0.004088,0,0,0.112329,0.028552,0.134004,0,0.068799,0.076204,0,0,0,0,0,0,0.373992,0.048662,0.000153,0.009242,0,0,0,0,0,0.043555,0,0,0,0,0.075437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057225,0,0,0,0,0,0,0.041056,0,0,0,0,0,0,0,0,0,0,0,0.019758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033287,0,0,0,0,0.003342,0.008393,0,0,0,0.022222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063273,0,0,0,0,0.111034,0,0,0.012206,0.026744,0.00849,0.110684,0.04577,0.2192,0.124212,0.164552,0.263668,0.078658,0.099204,0.090762,0.132381,0.114713,0.09455,0.024305,0.004001,0.050489,0.006545,0,0,0,0,0.040885,0,0.022805,0.004747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023348,0,0,0,0,0,0,0,0,0,0.002404,0,0,0,0,0,0.026416,0.028276,0.001268,0,0,0,0,0,0,0.017976,0,0.037359,0.007181,0.017608,0.031301,0.001411,0.120857,0.02103,0.018347,0.034946,0.056092,0.048655,0.051582,0.049819,0.015177,0.007364,0.157637,0.058832,0.120596,0.110981,0.110091,0.054763,0.079048,0.086359,0.133641,0.096659,0.163079,0.105898,0.046831,0.206165,0.115749,0.063285,0.119985,0.121017,0.093303,0.077238,0.100784,0.147072,0.080996,0.16795,0.155833,0.120076,0.136568,0.114816,0.157288,0.094957,0.179421,0.101676,0.068624,0.074684,0.079197,0.097395,0.095697,0.096303,0.162425,0.116555,0.102934,0.126302,0.040354,0.170764,0.105964,0.054822,0.084258,0.049575,0.045766,0.034864,0.090395,0.081961,0.004456,0.075845,0.037024,0.009487,0.004147,0.003851,0.039206,0.021483,0.012408,0.026311,0.03474,0.029146,0.006941,0,0.006071,0,0,0.032214,0,0.044759,0,0,0,0,0,0.011673,0,0,0.00522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0.000674,0.122712,0,0,0.072122,0,0.007489,0.001818,0.020896,0.010589,0.051402,0,0.02449,0.00187,0.015488,0,0,0,0,0,0,0,0,0.09308,0,0,0,0,0,0.015336,0.019066,0,0.05742,0,0,0,0,0,0,0.002202,0,0.158607,0,0,0,0,0,0,0,0,0.000277,0.016751,0,0,0,0,0,0,0.049632,0,0,0,0.118958,0,0,0,0,0,0,0,0,0.021525,0,0,0,0,0,0,0,0,0,0,0,0,0.027485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071588,0,0.004624,0,0.156392,0,0.047191,0.319597,0.074302,0.143008,0.270773,0.33385,0.529917,0.388107,0.405528,0.530351,0.44664,0.504406,0.442938,0.424521,0.540975,0.512338,0.327619,0.217437,0.277101,0.139403,0.182338,0.116665,0.000206,0.093778,0.114926,0.057731,0.018641,0.018291,0.046222,0.036358,0.036906,0,0,0,0,0,0,0,0,0.000588,0.016463,0,0.001461,0.00161,0,0,0,0.030087,0.002494,0.009189,0.017663,0,0.007185,0.056333,0,0.026028,0.000266,0.000854,0.019362,0,0.04723,0.03845,0,0,0.053304,0.071424,0.092255,0.119959,0.136638,0.105745,0.048923,0.092561,0.103804,0.147173,0.251663,0.20746,0.179715,0.187629,0.232691,0.22875,0.216683,0.181269,0.357312,0.24886,0.312314,0.282522,0.40033,0.303482,0.338106,0.390494,0.387912,0.361592,0.388506,0.379856,0.392718,0.40216,0.460398,0.352586,0.374224,0.45019,0.46489,0.489287,0.553921,0.480472,0.502032,0.468607,0.430653,0.479759,0.55387,0.5481,0.455238,0.489499,0.426433,0.431453,0.466276,0.461674,0.526489,0.443868,0.479931,0.487605,0.526174,0.500374,0.460415,0.446737,0.441469,0.403912,0.294525,0.294424,0.38518,0.35988,0.337511,0.31286,0.34798,0.300309,0.305356,0.214399,0.301229,0.252918,0.188747,0.270185,0.14419,0.204535,0.166575,0.169153,0.210954,0.166573,0.124105,0.1528,0.103024,0.175859,0.143739,0.161685,0.164705,0.095529,0.105171,0.016027,0.055669,0.051484,0.078921,0.064568,0.138259,0.081087,0.077316,0,0.003444,0.087456,0,0.000448,0.000972,0.041984,0.008934,0,0,0,0.075997,0,0,0,0.002409,0.002015,0,0.070813,0,0.018795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0.020934,0,0.041688,0,0,0,0,0.034765,0.073157,0,0,0.004498,0.000343,0.040549,0,0,0.073904,0,0,0,0,0,0,0,0,0.035198,0,0,0,0,0,0,0.104026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019878,0,0,0.141177,0,0.000145,0.00042,0.077192,0,0,0,0,0,0.023594,0.078736,0.028941,0.15853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013455,0,0.014732,0,0.037359,0.097073,0.159104,0.254823,0.305888,0.328695,0.31913,0.227088,0.117821,0.073264,0.15872,0.101169,0.052223,0.084384,0.123224,0.00957,0,0.032453,0.062199,0.037644,0,0.014173,0,0,0,0,0,0.000518,0.00174,0,0,0,0,0,0,0,0.018916,0,0,0,0,0,0.023108,0.007795,0,0,0.00918,0,0,0,0,4.8e-05,0.001785,0,0,0,0.016102,0.014918,0.002201,0.024008,0.027523,0.021723,0.001539,0.031305,0,0.002006,0.015138,0.099356,0.026407,0.056382,0.096753,0.095182,0.041792,0.119496,0.090926,0.180352,0.21822,0.21107,0.191251,0.113097,0.199296,0.155881,0.19849,0.154602,0.221534,0.223279,0.305975,0.259891,0.230832,0.29548,0.246955,0.280563,0.212622,0.257116,0.225845,0.30043,0.31236,0.326783,0.230197,0.329235,0.306849,0.291642,0.34903,0.274636,0.303604,0.250349,0.279822,0.278994,0.304519,0.246774,0.237201,0.293673,0.251081,0.259745,0.352898,0.250144,0.216761,0.21456,0.167155,0.249336,0.223603,0.196332,0.156524,0.254264,0.189849,0.256451,0.203269,0.2064,0.176679,0.138321,0.138678,0.120405,0.147519,0.069065,0.102685,0.19308,0.035933,0.12773,0.125689,0.13127,0.033627,0.027064,0.05392,0.11939,0.008296,0.079387,0.013081,0.055005,0.032681,0.015609,0,0.00012,0.000548,0,0.050512,0.001347,0.012212,0.040307,0,0,0,0.011558,0.130922,0,0,0.022169,0.001346,0.027022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0.067138,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0.007381,0,0.09539,0.002659,0,0,0,0,0,0,0.070428,0,0,0,0,0,0,0,0,0,0,0,0.101977,0.189027,0,0,0,0,0,0,0,0,0,0,0,0.061876,0,0,0,0,0,0,0.019579,0.018487,0.078367,0,0,0,0,0,0,0,0,0.011868,0,0,0,0,0,0,0.029622,0,0,0,0,0,0,0,0,0,0,0,0,0.010042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063806,0,0.271096,0.062736,0.08835,0.17736,0.217183,0.130647,0.24748,0.077051,0.126825,0.095163,0.031463,0.099318,0.09692,0,0,0.019191,0,0.014776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004033,0.001097,0,0,0,0,0.012674,0,0,0,0,0.000577,0.002985,0,0,0.020312,0,0.0048,0,0,0.075147,0.006741,0.004383,0.024626,0,0.146155,0,0.071697,0.022186,0.096365,0.080097,0.043708,0.027974,0.095937,0.078432,0.020518,0.100922,0.113181,0.135007,0.166316,0.092979,0.09085,0.115257,0.094229,0.106752,0.061705,0.108403,0.084522,0.099342,0.181827,0.158011,0.15529,0.177783,0.108829,0.117207,0.166522,0.190723,0.043997,0.133695,0.175833,0.139551,0.167725,0.07329,0.130273,0.024926,0.030985,0.101826,0.160005,0.21428,0.094253,0.116107,0.129821,0.154404,0.153275,0.085204,0.006167,0.05303,0.054806,0.108086,0.043179,0.028063,0.161693,0.011739,0.058356,0.033933,0.006157,0.021082,0.008296,0.021873,0.000504,0.016565,0.025053,0,0,0,0,0,0,0,0.008821,0,0,0.033542,0.000554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7e-05,0.001956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
